column,n,skewness,kurtosis_excess,anderson_stat,anderson_crit_5pct,shapiro_stat,shapiro_p,dagostino_stat,dagostino_p
f01,12000,0.9332272050097133,-0.40891748238125825,712.1936184374499,0.787,0.8478411141588781,1.5523172632197467e-56,1414.1559268856865,8.316530821624769e-308
f02,12000,-0.4726491559264798,-1.4922977657571352,911.6970476244114,0.787,0.8239757338055417,3.3551662231648784e-59,75072.1817850027,0.0
f03,12000,-1.3686579694622136,0.21679650222506153,1650.89053099808,0.787,0.703866895679219,3.117548773117042e-69,2237.609324322522,0.0
f04,12000,-0.43412875496081016,-1.1137829896300455,485.5196022876098,0.787,0.8950663011469024,5.040524836732245e-50,5728.761474605218,0.0
f05,12000,-0.002320333757693296,-1.055391195460369,190.7362732018828,0.787,0.9402138313194992,5.998836352446847e-41,3741.6172341908455,0.0
f06,12000,1.2846449991120756,0.048467471387424244,1360.474274649583,0.787,0.7339040335020719,4.190349824576763e-67,2037.4768372713713,0.0
f07,12000,0.02385592296134423,-0.03396074249295422,0.4197041374827677,0.787,0.9996677196766943,0.6085392059592242,1.7029544513300208,0.42678400976359854
f08,12000,-0.017439352451879293,0.016559992825267766,0.3346331993052445,0.787,0.9997101127848473,0.7368412673151479,0.7608059692595652,0.6835858790964713
