column,n,skewness,kurtosis_excess,anderson_stat,anderson_crit_5pct,shapiro_stat,shapiro_p,dagostino_stat,dagostino_p
x1,15000,-0.008622800053857016,-0.7380456165081224,101.70184210954176,0.787,0.9760995364039243,3.578000166069632e-28,949.0276928820825,8.341706474804844e-207
x2,15000,-0.11294112886569338,-1.024955131073444,277.83850012618313,0.787,0.954228609268936,5.725484228651697e-37,3968.1361919723704,0.0
f_corr,15000,-0.10146411981218544,-0.5894442073998674,49.110340418144915,0.787,0.9906412498119376,1.0955755483332032e-17,485.7572477936684,3.3048661080106134e-106
f_noise,15000,0.026602696993445255,-0.001158045490450288,0.41614104262407636,0.787,0.9995748949218799,0.35535778369833915,1.7701286104654308,0.4126876344513941
